Fecha;CodZR;DesZR;CodMun;DesMun;NuevosCasos;AcumuladoCasosHastaLaFecha
2020-09-24 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;3;215
2020-09-24 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;3;86
2020-09-24 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;31;283
2020-09-24 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;46
2020-09-24 00:00:00;33;VILLATUERTA;778;SALINAS DE ORO / JAITZ;1;2
2020-09-24 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;6;218
2020-09-24 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;2;123
2020-09-24 00:00:00;40;TAFALLA;793;TAFALLA;4;334
2020-09-24 00:00:00;45;TUDELA OESTE;802;TUDELA;4;512
2020-09-24 00:00:00;46;TUDELA ESTE;802;TUDELA;15;958
2020-09-24 00:00:00;8;ULTZAMA;808;AUZA;1;1
2020-09-24 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;1;56
2020-09-24 00:00:00;5;LESAKA;880;GARAITARRETA;1;2
2020-09-24 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;2;165
2020-09-24 00:00:00;33;VILLATUERTA;919;Z¡BAL / ZABAL;1;1
2020-09-24 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;9;474
2020-09-24 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;3;228
2020-09-25 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;78
2020-09-25 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;196
2020-09-25 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;8;132
2020-09-25 00:00:00;35;ANCÕN-AM…SCOA;36;ANCÕN;4;9
2020-09-25 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;9;236
2020-09-25 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;79
2020-09-25 00:00:00;14;BERRIOZAR;46;BERRIOZAR;5;182
2020-09-25 00:00:00;3;IRURTZUN;92;IRURTZUN;1;26
2020-09-25 00:00:00;3;IRURTZUN;132;ARRUAZU;1;1
2020-09-25 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;1;20
2020-09-25 00:00:00;39;SAN ADRI¡N;148;AZAGRA;4;112
2020-09-25 00:00:00;40;TAFALLA;151;BAR¡SOAIN;1;47
2020-09-25 00:00:00;6;ELIZONDO;187;ELIZONDO;1;107
2020-09-25 00:00:00;13;BURLADA;227;BURLADA / BURLATA;8;477
2020-09-25 00:00:00;67;SARRIGUREN;227;BURLADA / BURLATA;2;37
2020-09-25 00:00:00;51;BU—UEL;229;CABANILLAS;1;32
2020-09-25 00:00:00;43;OLITE;232;CAPARROSO;2;78
2020-09-25 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;1;26
2020-09-25 00:00:00;42;CARCASTILLO;235;CARCASTILLO;2;64
2020-09-25 00:00:00;48;CORELLA;241;CASTEJ”N;1;86
2020-09-25 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;349
2020-09-25 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;9;330
2020-09-25 00:00:00;25;ZIZUR-ECHAVACOIZ;257;PATERN¡IN;1;3
2020-09-25 00:00:00;25;ZIZUR-ECHAVACOIZ;260;ZARIQUIEGUI;1;1
2020-09-25 00:00:00;48;CORELLA;261;CORELLA;2;196
2020-09-25 00:00:00;5;LESAKA;273;LARRAPIL-SARRIKU;1;2
2020-09-25 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;48
2020-09-25 00:00:00;11;HUARTE;292;GORRAIZ;1;90
2020-09-25 00:00:00;67;SARRIGUREN;297;SARRIGUREN;3;314
2020-09-25 00:00:00;28;NO¡IN;303;IM¡RCOAIN;1;3
2020-09-25 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;8;257
2020-09-25 00:00:00;11;HUARTE;351;IROTZ;1;1
2020-09-25 00:00:00;44;PERALTA;385;FALCES;3;93
2020-09-25 00:00:00;44;PERALTA;389;FUNES;2;63
2020-09-25 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;79
2020-09-25 00:00:00;28;NO¡IN;396;ESPARZA;1;4
2020-09-25 00:00:00;40;TAFALLA;412;GARÕNOAIN;1;11
2020-09-25 00:00:00;11;HUARTE;448;HUARTE / UHARTE;2;137
2020-09-25 00:00:00;32;ESTELLA;463;IG⁄ZQUIZA;1;1
2020-09-25 00:00:00;2;ETXARRI-ARANATZ;479;ITURMENDI;1;2
2020-09-25 00:00:00;14;BERRIOZAR;495;ZUASTI;1;4
2020-09-25 00:00:00;2;ETXARRI-ARANATZ;525;LAKUNTZA;1;18
2020-09-25 00:00:00;3;IRURTZUN;546;LEKUNBERRI;1;27
2020-09-25 00:00:00;34;ALLO;579;LERÕN;3;20
2020-09-25 00:00:00;38;LODOSA;613;LODOSA;1;51
2020-09-25 00:00:00;44;PERALTA;643;MARCILLA;6;39
2020-09-25 00:00:00;38;LODOSA;646;MENDAVIA;1;43
2020-09-25 00:00:00;1;ALTSASU/ALSASUA;707;OLAZTI / OLAZAGUTÕA;1;22
2020-09-25 00:00:00;15;ORCOYEN;721;IZCUE;1;2
2020-09-25 00:00:00;15;ORCOYEN;725;ORKOIEN;8;106
2020-09-25 00:00:00;15;ORCOYEN;726;ORORBIA;1;10
2020-09-25 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;5;419
2020-09-25 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;20;652
2020-09-25 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;15;483
2020-09-25 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;13;293
2020-09-25 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;9;593
2020-09-25 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;13;537
2020-09-25 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;358
2020-09-25 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;20;710
2020-09-25 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;5;338
2020-09-25 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;6;134
2020-09-25 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;9;595
2020-09-25 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;6;310
2020-09-25 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;6;221
2020-09-25 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;3;89
2020-09-25 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;24;307
2020-09-25 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;47
2020-09-25 00:00:00;33;VILLATUERTA;778;SALINAS DE ORO / JAITZ;4;6
2020-09-25 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;11;229
2020-09-25 00:00:00;99;FUERA DE NAVARRA;779;SAN ADRI¡N;2;4
2020-09-25 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;1;124
2020-09-25 00:00:00;38;LODOSA;789;SARTAGUDA;2;7
2020-09-25 00:00:00;38;LODOSA;790;SESMA;1;26
2020-09-25 00:00:00;40;TAFALLA;793;TAFALLA;8;342
2020-09-25 00:00:00;45;TUDELA OESTE;802;TUDELA;8;520
2020-09-25 00:00:00;46;TUDELA ESTE;802;TUDELA;6;964
2020-09-25 00:00:00;10;AOIZ;826;UNCITI;1;3
2020-09-25 00:00:00;10;AOIZ;865;URROZ-VILLA;1;5
2020-09-25 00:00:00;31;ISABA;867;URZAINQUI / URZAINKI;1;3
2020-09-25 00:00:00;99;FUERA DE NAVARRA;875;VALTIERRA;1;4
2020-09-25 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;1;72
2020-09-25 00:00:00;33;VILLATUERTA;893;VILLATUERTA;1;16
2020-09-25 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;5;170
2020-09-25 00:00:00;33;VILLATUERTA;919;Z¡BAL / ZABAL;1;2
2020-09-25 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;12;486
2020-09-25 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;7;235
2020-09-26 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;79
2020-09-26 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;3;199
2020-09-26 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;3;135
2020-09-26 00:00:00;34;ALLO;27;ALLO;2;8
2020-09-26 00:00:00;39;SAN ADRI¡N;38;ANDOSILLA;1;39
2020-09-26 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;7;243
2020-09-26 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;80
2020-09-26 00:00:00;14;BERRIOZAR;45;BERRIOSUSO / BERRIOGOITI;1;17
2020-09-26 00:00:00;14;BERRIOZAR;46;BERRIOZAR;15;197
2020-09-26 00:00:00;99;FUERA DE NAVARRA;46;BERRIOZAR;2;6
2020-09-26 00:00:00;8;ULTZAMA;52;BURUTAIN;1;2
2020-09-26 00:00:00;10;AOIZ;60;AOIZ / AGOITZ;1;67
2020-09-26 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;4;36
2020-09-26 00:00:00;2;ETXARRI-ARANATZ;150;BAKAIKU;1;6
2020-09-26 00:00:00;6;ELIZONDO;187;ELIZONDO;2;109
2020-09-26 00:00:00;99;FUERA DE NAVARRA;187;ELIZONDO;1;1
2020-09-26 00:00:00;6;ELIZONDO;194;IRURITA;2;9
2020-09-26 00:00:00;13;BURLADA;227;BURLADA / BURLATA;14;491
2020-09-26 00:00:00;67;SARRIGUREN;227;BURLADA / BURLATA;1;38
2020-09-26 00:00:00;47;VALTIERRA-CADREITA;231;CADREITA;2;107
2020-09-26 00:00:00;43;OLITE;232;CAPARROSO;3;81
2020-09-26 00:00:00;99;FUERA DE NAVARRA;232;CAPARROSO;3;5
2020-09-26 00:00:00;50;CASCANTE;238;CASCANTE;2;89
2020-09-26 00:00:00;48;CORELLA;241;CASTEJ”N;2;88
2020-09-26 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;3;352
2020-09-26 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;5;335
2020-09-26 00:00:00;25;ZIZUR-ECHAVACOIZ;260;ZARIQUIEGUI;1;2
2020-09-26 00:00:00;48;CORELLA;261;CORELLA;10;206
2020-09-26 00:00:00;11;HUARTE;292;GORRAIZ;2;92
2020-09-26 00:00:00;11;HUARTE;295;OLAZ;1;13
2020-09-26 00:00:00;67;SARRIGUREN;297;SARRIGUREN;12;326
2020-09-26 00:00:00;28;NO¡IN;304;NO¡IN;8;174
2020-09-26 00:00:00;99;FUERA DE NAVARRA;304;NO¡IN;1;3
2020-09-26 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;5;262
2020-09-26 00:00:00;44;PERALTA;385;FALCES;3;96
2020-09-26 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;80
2020-09-26 00:00:00;28;NO¡IN;393;ARLEGUI;1;8
2020-09-26 00:00:00;28;NO¡IN;398;GALAR;1;1
2020-09-26 00:00:00;28;NO¡IN;402;BERI¡IN;2;70
2020-09-26 00:00:00;11;HUARTE;448;HUARTE / UHARTE;5;142
2020-09-26 00:00:00;14;BERRIOZAR;495;ZUASTI;1;5
2020-09-26 00:00:00;3;IRURTZUN;545;IRIBAS;1;2
2020-09-26 00:00:00;3;IRURTZUN;546;LEKUNBERRI;1;28
2020-09-26 00:00:00;34;ALLO;579;LERÕN;4;24
2020-09-26 00:00:00;38;LODOSA;613;LODOSA;2;53
2020-09-26 00:00:00;44;PERALTA;643;MARCILLA;1;40
2020-09-26 00:00:00;38;LODOSA;646;MENDAVIA;1;44
2020-09-26 00:00:00;35;ANCÕN-AM…SCOA;659;ZUFÕA;1;2
2020-09-26 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;1;90
2020-09-26 00:00:00;41;ARTAJONA;664;MIRANDA DE ARGA;3;48
2020-09-26 00:00:00;50;CASCANTE;671;MURCHANTE;2;181
2020-09-26 00:00:00;30;VALLE DE SALAZAR;688;OCHAGAVÕA / OTSAGABIA;1;4
2020-09-26 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;1;68
2020-09-26 00:00:00;15;ORCOYEN;725;ORKOIEN;2;108
2020-09-26 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;12;431
2020-09-26 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;21;673
2020-09-26 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;18;501
2020-09-26 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;6;299
2020-09-26 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;11;604
2020-09-26 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;16;553
2020-09-26 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;8;366
2020-09-26 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;16;726
2020-09-26 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;4;342
2020-09-26 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;135
2020-09-26 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;9;604
2020-09-26 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;4;314
2020-09-26 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;4;225
2020-09-26 00:00:00;67;SARRIGUREN;747;PAMPLONA / IRU—A;2;37
2020-09-26 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;4;93
2020-09-26 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;15;322
2020-09-26 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;2;49
2020-09-26 00:00:00;51;BU—UEL;760;RIBAFORADA;1;77
2020-09-26 00:00:00;33;VILLATUERTA;778;SALINAS DE ORO / JAITZ;1;7
2020-09-26 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;3;232
2020-09-26 00:00:00;40;TAFALLA;793;TAFALLA;2;344
2020-09-26 00:00:00;45;TUDELA OESTE;802;TUDELA;6;526
2020-09-26 00:00:00;46;TUDELA ESTE;802;TUDELA;7;971
2020-09-26 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;36
2020-09-26 00:00:00;50;CASCANTE;803;TULEBRAS;1;1
2020-09-26 00:00:00;6;ELIZONDO;835;TELLERIA;2;2
2020-09-26 00:00:00;6;ELIZONDO;836;URDAZUBI / URDAX;2;2
2020-09-26 00:00:00;2;ETXARRI-ARANATZ;837;URDIAIN;1;5
2020-09-26 00:00:00;9;AURITZ/BURGUETE;874;LUZAIDE / VALCARLOS;1;3
2020-09-26 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;1;57
2020-09-26 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;2;74
2020-09-26 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;5;175
2020-09-26 00:00:00;33;VILLATUERTA;919;Z¡BAL / ZABAL;1;3
2020-09-26 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;8;494
2020-09-26 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;7;242
2020-09-27 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;2;201
2020-09-27 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;7;142
2020-09-27 00:00:00;39;SAN ADRI¡N;38;ANDOSILLA;1;40
2020-09-27 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;6;249
2020-09-27 00:00:00;14;BERRIOZAR;46;BERRIOZAR;10;207
2020-09-27 00:00:00;39;SAN ADRI¡N;148;AZAGRA;3;115
2020-09-27 00:00:00;6;ELIZONDO;169;AITZANO;1;1
2020-09-27 00:00:00;6;ELIZONDO;182;BERROETA;1;3
2020-09-27 00:00:00;7;DONEZTEBE/SANTESTEBAN;214;NARBARTE;2;2
2020-09-27 00:00:00;51;BU—UEL;223;BU—UEL;1;11
2020-09-27 00:00:00;13;BURLADA;227;BURLADA / BURLATA;18;509
2020-09-27 00:00:00;47;VALTIERRA-CADREITA;231;CADREITA;2;109
2020-09-27 00:00:00;43;OLITE;232;CAPARROSO;2;83
2020-09-27 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;1;27
2020-09-27 00:00:00;42;CARCASTILLO;235;CARCASTILLO;1;65
2020-09-27 00:00:00;42;CARCASTILLO;236;FIGAROL;1;6
2020-09-27 00:00:00;50;CASCANTE;238;CASCANTE;1;90
2020-09-27 00:00:00;48;CORELLA;241;CASTEJ”N;1;89
2020-09-27 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;5;357
2020-09-27 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;337
2020-09-27 00:00:00;25;ZIZUR-ECHAVACOIZ;251;CIZUR MENOR;1;49
2020-09-27 00:00:00;51;BU—UEL;262;CORTES;1;33
2020-09-27 00:00:00;11;HUARTE;287;EG‹…S;2;5
2020-09-27 00:00:00;67;SARRIGUREN;297;SARRIGUREN;2;328
2020-09-27 00:00:00;28;NO¡IN;304;NO¡IN;3;177
2020-09-27 00:00:00;99;FUERA DE NAVARRA;304;NO¡IN;1;4
2020-09-27 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;5;267
2020-09-27 00:00:00;44;PERALTA;385;FALCES;1;97
2020-09-27 00:00:00;99;FUERA DE NAVARRA;385;FALCES;1;1
2020-09-27 00:00:00;44;PERALTA;389;FUNES;6;69
2020-09-27 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;81
2020-09-27 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;143
2020-09-27 00:00:00;32;ESTELLA;463;IG⁄ZQUIZA;1;2
2020-09-27 00:00:00;3;IRURTZUN;474;IRA—ETA;1;1
2020-09-27 00:00:00;3;IRURTZUN;546;LEKUNBERRI;1;29
2020-09-27 00:00:00;4;LEITZA;563;LEITZA;1;88
2020-09-27 00:00:00;29;SANG‹ESA;639;LUMBIER;1;26
2020-09-27 00:00:00;44;PERALTA;643;MARCILLA;1;41
2020-09-27 00:00:00;42;CARCASTILLO;644;M…LIDA;4;14
2020-09-27 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;1;91
2020-09-27 00:00:00;50;CASCANTE;671;MURCHANTE;1;182
2020-09-27 00:00:00;27;PUENTE LA REINA;683;OBANOS;1;10
2020-09-27 00:00:00;12;VILLAVA;701;END…RIZ;1;1
2020-09-27 00:00:00;1;ALTSASU/ALSASUA;707;OLAZTI / OLAZAGUTÕA;2;24
2020-09-27 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;1;69
2020-09-27 00:00:00;15;ORCOYEN;725;ORKOIEN;2;110
2020-09-27 00:00:00;15;ORCOYEN;726;ORORBIA;2;12
2020-09-27 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;433
2020-09-27 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;11;684
2020-09-27 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;2;503
2020-09-27 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;4;303
2020-09-27 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;5;609
2020-09-27 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;12;565
2020-09-27 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;4;370
2020-09-27 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;8;734
2020-09-27 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;5;347
2020-09-27 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;5;140
2020-09-27 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;8;612
2020-09-27 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;4;318
2020-09-27 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;2;227
2020-09-27 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;6;99
2020-09-27 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;17;339
2020-09-27 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;10;242
2020-09-27 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;3;127
2020-09-27 00:00:00;40;TAFALLA;793;TAFALLA;2;346
2020-09-27 00:00:00;45;TUDELA OESTE;802;TUDELA;2;528
2020-09-27 00:00:00;46;TUDELA ESTE;802;TUDELA;11;982
2020-09-27 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;37
2020-09-27 00:00:00;2;ETXARRI-ARANATZ;837;URDIAIN;1;6
2020-09-27 00:00:00;10;AOIZ;865;URROZ-VILLA;3;8
2020-09-27 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;2;59
2020-09-27 00:00:00;37;VIANA;886;VIANA;1;48
2020-09-27 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;2;76
2020-09-27 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;2;177
2020-09-27 00:00:00;7;DONEZTEBE/SANTESTEBAN;930;AMEZTIA;1;1
2020-09-27 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;9;503
2020-09-27 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;2;244
2020-09-28 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;202
2020-09-28 00:00:00;50;CASCANTE;11;ABLITAS;3;51
2020-09-28 00:00:00;29;SANG‹ESA;15;AIBAR / OIBAR;2;17
2020-09-28 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;5;147
2020-09-28 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;4;253
2020-09-28 00:00:00;99;FUERA DE NAVARRA;41;A—…ZCAR;1;1
2020-09-28 00:00:00;14;BERRIOZAR;44;BERRIOPLANO / BERRIOBEITI;1;12
2020-09-28 00:00:00;14;BERRIOZAR;45;BERRIOSUSO / BERRIOGOITI;1;18
2020-09-28 00:00:00;14;BERRIOZAR;46;BERRIOZAR;5;212
2020-09-28 00:00:00;10;AOIZ;60;AOIZ / AGOITZ;3;70
2020-09-28 00:00:00;3;IRURTZUN;92;IRURTZUN;2;28
2020-09-28 00:00:00;36;LOS ARCOS;124;LOS ARCOS;3;12
2020-09-28 00:00:00;6;ELIZONDO;187;ELIZONDO;2;111
2020-09-28 00:00:00;6;ELIZONDO;188;ELBETE;1;2
2020-09-28 00:00:00;6;ELIZONDO;194;IRURITA;1;10
2020-09-28 00:00:00;9;AURITZ/BURGUETE;225;AURITZ / BURGUETE;1;4
2020-09-28 00:00:00;13;BURLADA;227;BURLADA / BURLATA;11;520
2020-09-28 00:00:00;51;BU—UEL;229;CABANILLAS;2;34
2020-09-28 00:00:00;47;VALTIERRA-CADREITA;231;CADREITA;5;114
2020-09-28 00:00:00;50;CASCANTE;238;CASCANTE;4;94
2020-09-28 00:00:00;48;CORELLA;241;CASTEJ”N;5;94
2020-09-28 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;12;369
2020-09-28 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;4;341
2020-09-28 00:00:00;25;ZIZUR-ECHAVACOIZ;251;CIZUR MENOR;1;50
2020-09-28 00:00:00;25;ZIZUR-ECHAVACOIZ;260;ZARIQUIEGUI;1;3
2020-09-28 00:00:00;48;CORELLA;261;CORELLA;6;212
2020-09-28 00:00:00;11;HUARTE;292;GORRAIZ;2;94
2020-09-28 00:00:00;11;HUARTE;295;OLAZ;2;15
2020-09-28 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;329
2020-09-28 00:00:00;28;NO¡IN;300;ELORZ / ELORTZ;3;6
2020-09-28 00:00:00;28;NO¡IN;304;NO¡IN;4;181
2020-09-28 00:00:00;27;PUENTE LA REINA;311;EN…RIZ / ENERITZ;1;20
2020-09-28 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;2;269
2020-09-28 00:00:00;49;CINTRU…NIGO;386;FITERO;1;51
2020-09-28 00:00:00;51;BU—UEL;390;FUSTI—ANA;2;83
2020-09-28 00:00:00;11;HUARTE;448;HUARTE / UHARTE;2;145
2020-09-28 00:00:00;14;BERRIOZAR;495;ZUASTI;1;6
2020-09-28 00:00:00;3;IRURTZUN;545;IRIBAS;2;4
2020-09-28 00:00:00;3;IRURTZUN;546;LEKUNBERRI;2;31
2020-09-28 00:00:00;34;ALLO;579;LERÕN;1;25
2020-09-28 00:00:00;38;LODOSA;613;LODOSA;1;54
2020-09-28 00:00:00;27;PUENTE LA REINA;651;MENDIGORRÕA;1;19
2020-09-28 00:00:00;1;ALTSASU/ALSASUA;707;OLAZTI / OLAZAGUTÕA;1;25
2020-09-28 00:00:00;15;ORCOYEN;725;ORKOIEN;3;113
2020-09-28 00:00:00;15;ORCOYEN;726;ORORBIA;1;13
2020-09-28 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;8;441
2020-09-28 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;15;699
2020-09-28 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;9;512
2020-09-28 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;8;311
2020-09-28 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;10;619
2020-09-28 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;10;575
2020-09-28 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;7;377
2020-09-28 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;15;749
2020-09-28 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;6;353
2020-09-28 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;5;617
2020-09-28 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;10;328
2020-09-28 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;228
2020-09-28 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;1;100
2020-09-28 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;7;346
2020-09-28 00:00:00;51;BU—UEL;760;RIBAFORADA;1;78
2020-09-28 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;7;249
2020-09-28 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;5;132
2020-09-28 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;1;41
2020-09-28 00:00:00;38;LODOSA;789;SARTAGUDA;1;8
2020-09-28 00:00:00;40;TAFALLA;793;TAFALLA;3;349
2020-09-28 00:00:00;45;TUDELA OESTE;802;TUDELA;6;534
2020-09-28 00:00:00;46;TUDELA ESTE;802;TUDELA;9;991
2020-09-28 00:00:00;9;AURITZ/BURGUETE;874;LUZAIDE / VALCARLOS;6;9
